01-08-2024,23.9,32.8,28.3,79,0,8,7,160,3,S
02-08-2024,23.4,33.3,28.2,74,0,8,5,170,2,S
03-08-2024,23,33.2,27,82,0,8,5,220,2,SE
04-08-2024,24.3,31.2,27.2,85,1.8,6.2,5,160,2,SE
05-08-2024,23.2,32.3,26.9,86,0,1.4,6,160,1,C
06-08-2024,23.4,33.5,26.6,88,0.6,3.6,4,190,1,SE
07-08-2024,23.7,27.2,25.4,93,8.3,5.8,3,120,1,C
08-08-2024,23.4,31.8,26.6,85,5.3,0.5,6,180,2,S
09-08-2024,24.2,31.1,26.8,86,0.2,8,6,160,2,S
10-08-2024,23.1,31.2,26.2,85,0,5.2,6,160,2,SE
11-08-2024,21.1,33,26.5,75,0,2.5,7,150,2,SE
12-08-2024,23.4,31.9,27.2,79,0,8,7,140,3,SE
13-08-2024,23.7,28.7,25.8,87,8888,4.8,5,130,2,SE
14-08-2024,23.8,33.2,27.6,73,0.9,0,5,200,2,S
15-08-2024,22.4,33.3,27.6,76,8888,4.6,5,190,3,S
16-08-2024,23.9,32.7,28.2,76,0,8,5,120,2,C
17-08-2024,23.1,33.3,27,81,0,7,5,190,1,C
18-08-2024,23.4,34.1,27.6,80,8888,3.4,4,190,2,SW
19-08-2024,24.8,33.7,28.3,78,4.7,7.9,7,170,3,S
20-08-2024,24.6,31.9,26.8,87,8888,8,6,140,2,SE
21-08-2024,23.9,33.8,27.2,86,2.5,4.8,4,70,1,SE
22-08-2024,24.1,29.4,26.6,86,2.8,5.5,5,190,1,C
23-08-2024,24.2,32,26.5,88,2.8,0.5,5,190,2,S
24-08-2024,23.4,31.9,27.5,81,3.8,4.6,7,150,2,C
25-08-2024,23.6,33,27.7,79,0.2,5.2,6,150,2,C
26-08-2024,23.6,31.6,26.6,85,1.2,8,4,210,2,SE
27-08-2024,24.4,32.9,27,87,19.8,4,4,190,2,C
28-08-2024,23.4,33,26.7,90,0.4,5.7,7,190,2,SE
29-08-2024,23.6,31.9,26.1,93,8888,5.1,4,170,1,S
30-08-2024,24,27.4,25.2,93,9.1,3,2,120,1,SE
31-08-2024,23.4,32.1,27,87,3.6,0,3,210,1,C
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
KETERANGAN:,,,,,,,,,,
8888: Data tidak terukur,,,,,,,,,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,,,,,,,,,
Tn: Temperatur minimum  (°C),,,,,,,,,,
Tx: Temperatur maksimum(°C),,,,,,,,,,
Tavg: Temperatur rata-rata(°C),,,,,,,,,,
RH_avg: Kelembapan rata-rata(%),,,,,,,,,,
RR: Curah hujan(mm),,,,,,,,,,
ss: Lamanya penyinaran matahari(jam),,,,,,,,,,
ff_x: Kecepatan angin maksimum(m/s),,,,,,,,,,
ddd_x: Arah angin saat kecepatan maksimum(°),,,,,,,,,,
ff_avg: Kecepatan angin rata-rata(m/s),,,,,,,,,,
ddd_car: Arah angin terbanyak(°),,,,,,,,,,
