01-10-2024,24.6,34.3,26.4,94,8888,4.8,4,340,1,C
02-10-2024,24.2,29.9,25.5,97,19.8,4.7,3,110,1,C
03-10-2024,22.8,34.3,27.3,84,8888,1.9,5,320,1,C
04-10-2024,24.1,33.5,28.2,79,1,7.8,4,210,2,NW
05-10-2024,24.4,33.8,28.5,80,0.4,8,5,170,2,S
06-10-2024,24.7,33.8,28.2,76,1.5,8,4,200,2,E
07-10-2024,24.7,34,28.2,82,0,6.1,5,110,2,C
08-10-2024,25.1,33.5,28.2,81,0,5.4,5,150,2,S
09-10-2024,24.1,34.5,28.1,84,8888,4.9,4,200,1,C
10-10-2024,24.6,34.4,28.1,82,1,5.4,4,210,1,SE
11-10-2024,24.2,34.4,28.5,82,1.5,5.8,4,190,2,SE
12-10-2024,25.1,33.7,28.1,85,8888,8,4,150,2,E
13-10-2024,23.3,34.8,27.5,88,1.5,2.5,3,200,1,C
14-10-2024,24.7,34.2,28,84,18.2,6.3,5,180,1,SE
15-10-2024,25.2,34.5,28.7,86,0,5.1,5,220,2,C
16-10-2024,24.8,32.9,26.6,92,3.1,5.8,3,270,1,E
17-10-2024,24.3,33.6,27.3,90,12.7,3.5,6,270,1,W
18-10-2024,24.4,30.3,25.9,92,9.5,5.6,7,280,1,C
19-10-2024,23.8,33.5,27.8,85,19.3,1.2,3,290,1,C
20-10-2024,23.9,34.4,28.5,79,3.1,5.4,6,220,2,SW
21-10-2024,23.5,32.7,27.8,77,0.7,8,5,270,3,E
22-10-2024,23.9,33.1,27.6,79,4.4,6.3,6,180,2,SE
23-10-2024,24.2,34.1,29.2,79,0,7.4,5,210,2,C
24-10-2024,24.3,34.1,28.5,78,0,8,6,210,2,S
25-10-2024,24.7,33.5,28.8,78,0,8,5,160,2,S
26-10-2024,25,33.5,29,77,0,8,5,170,2,C
27-10-2024,24.8,34.2,29.3,78,0,7.3,5,180,2,S
28-10-2024,24,34.3,28.5,78,0,6.5,5,190,2,S
29-10-2024,24,34.7,28.6,73,0,8,4,200,2,S
30-10-2024,23.1,34.5,29.2,72,0,8,4,170,1,SE
31-10-2024,24.4,35.7,29.2,78,0,8,4,340,1,N
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
KETERANGAN:,,,,,,,,,,
8888: Data tidak terukur,,,,,,,,,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,,,,,,,,,
Tn: Temperatur minimum  (°C),,,,,,,,,,
Tx: Temperatur maksimum(°C),,,,,,,,,,
Tavg: Temperatur rata-rata(°C),,,,,,,,,,
RH_avg: Kelembapan rata-rata(%),,,,,,,,,,
RR: Curah hujan(mm),,,,,,,,,,
ss: Lamanya penyinaran matahari(jam),,,,,,,,,,
ff_x: Kecepatan angin maksimum(m/s),,,,,,,,,,
ddd_x: Arah angin saat kecepatan maksimum(°),,,,,,,,,,
ff_avg: Kecepatan angin rata-rata(m/s),,,,,,,,,,
ddd_car: Arah angin terbanyak(°),,,,,,,,,,
