01-11-2024,23.8,32.2,25.3,90,0,8,2,60,0,C
02-11-2024,22.5,31.8,26.3,86,1.6,4,4,250,1,W
03-11-2024,23,32.2,27.8,82,12.2,6.8,3,270,1,C
04-11-2024,24.2,32.2,27.1,83,0.2,8,3,260,1,C
05-11-2024,24.4,33.2,27.2,86,24.2,5.2,2,50,1,C
06-11-2024,23.2,32.8,26.6,88,5.4,6,2,80,1,C
07-11-2024,23.3,32.5,26.6,88,20.6,6.5,2,250,1,C
08-11-2024,22.8,31.6,26.9,87,5.6,7,2,270,1,E
09-11-2024,23,31.9,26.5,91,13.4,6.3,2,100,0,C
10-11-2024,23.2,32,27.5,84,4.3,7.8,3,270,1,W
11-11-2024,23.4,33.2,26.9,86,8888,8,2,50,0,C
12-11-2024,23.4,32.2,26,89,18.5,8,5,40,1,C
13-11-2024,23.4,32.6,26.3,88,64.8,4.3,4,40,1,C
14-11-2024,23.2,32.2,27.7,82,2.5,5.1,2,40,1,C
15-11-2024,22.9,32.2,27.2,88,0,5.1,1,230,1,W
16-11-2024,23.2,31.4,26.7,85,8888,8,2,70,0,C
17-11-2024,24.3,32.2,27.2,82,7,0.9,2,50,1,W
18-11-2024,24,30.8,26.3,89,2.9,4.4,3,180,1,S
19-11-2024,22.8,32.8,27.9,78,10.5,0,2,70,1,E
20-11-2024,24.4,32.8,27.6,85,0.8,8,4,50,1,C
21-11-2024,24.2,31,25.9,92,1.2,7.9,4,30,1,NE
22-11-2024,23.6,33.6,28,82,28.5,0,3,130,1,C
23-11-2024,23.8,32.4,27.1,87,0,7.2,3,250,0,C
24-11-2024,24.4,30.7,26.8,90,19.7,5.6,1,70,0,C
25-11-2024,23.5,31.4,25.8,94,12.3,0,3,170,1,C
26-11-2024,24,29.7,25.7,96,36.9,4,1,190,0,C
27-11-2024,23,31.8,25.7,94,18.9,0.6,3,90,1,C
28-11-2024,23.4,31.7,26.9,92,9.9,3.8,3,240,1,C
29-11-2024,24.1,31.4,27.2,89,64.2,5.2,3,270,1,W
30-11-2024,25,29,26.7,90,0.8,6,1,260,0,C
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
KETERANGAN:,,,,,,,,,,
8888: Data tidak terukur,,,,,,,,,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,,,,,,,,,
Tn: Temperatur minimum  (°C),,,,,,,,,,
Tx: Temperatur maksimum(°C),,,,,,,,,,
Tavg: Temperatur rata-rata(°C),,,,,,,,,,
RH_avg: Kelembapan rata-rata(%),,,,,,,,,,
RR: Curah hujan(mm),,,,,,,,,,
ss: Lamanya penyinaran matahari(jam),,,,,,,,,,
ff_x: Kecepatan angin maksimum(m/s),,,,,,,,,,
ddd_x: Arah angin saat kecepatan maksimum(°),,,,,,,,,,
ff_avg: Kecepatan angin rata-rata(m/s),,,,,,,,,,
ddd_car: Arah angin terbanyak(°),,,,,,,,,,
